Logger: #A10222 'TEMPSTRING' - USP_EXP2 (V2.10, Jan 22 2010)
No,Time,#1:oC,#2:oC,#3:oC,#4:oC,#5:oC,#HK-Bat:V
1,27.07.2010 23:42:00,24.56,24.62,24.37,24.25,24.25,3.629
2,28.07.2010 00:00:00,24.62,24.68,24.43,24.25,24.25,3.621
3,28.07.2010 01:00:00,24.68,24.75,24.56,24.37,24.31
4,28.07.2010 02:00:00,24.62,24.62,24.56,24.37,24.37
5,28.07.2010 03:00:00,24.56,24.62,24.5,24.37,24.37
6,28.07.2010 04:00:00,24.56,24.56,24.5,24.37,24.37
7,28.07.2010 05:00:00,24.5,24.56,24.5,24.31,24.37
8,28.07.2010 06:00:00,24.43,24.5,24.43,24.31,24.31,3.626
9,28.07.2010 07:00:00,24.37,24.43,24.37,24.25,24.31
10,28.07.2010 08:00:00,24.43,24.43,24.37,24.25,24.31
11,28.07.2010 09:00:00,24.37,24.37,24.37,24.25,24.31
12,28.07.2010 10:00:00,25.62,25.37,25.37,25.31,25.5
13,28.07.2010 11:00:00,26.62,27.62,26.56,27.93,28.68
14,28.07.2010 12:00:00,28.68,29.62,28.68,30.12,31,3.631
15,28.07.2010 13:00:00,29.93,30.81,29.87,31.25,31.87
16,28.07.2010 14:00:00,30.25,30.62,30.18,30.87,31.31
17,28.07.2010 15:00:00,30.75,31.43,30.68,31.81,32.37
18,28.07.2010 16:00:00,30.56,30.37,30.62,30.12,29.81
19,28.07.2010 17:00:00,29.87,29.62,30,29.18,28.75
20,28.07.2010 18:00:00,29.12,28.68,29.25,28.06,27.56,3.634
21,28.07.2010 19:00:00,28.56,28.12,28.56,27.56,27.06
22,28.07.2010 20:00:00,26.87,26.31,26.62,25.75,25.18
23,28.07.2010 21:00:00,24,24.12,24,23.87,23.81
24,28.07.2010 22:00:00,23.93,24.06,23.68,23.87,23.75
25,28.07.2010 23:00:00,23.87,23.81,23.62,23.56,23.31
26,29.07.2010 00:00:00,23.81,23.81,23.5,23.43,23.18,3.630
27,29.07.2010 01:00:00,24.06,24.06,23.62,23.56,23.18
28,29.07.2010 02:00:00,24.31,24.37,23.75,23.68,23.31
29,29.07.2010 03:00:00,23.81,23.75,23.5,23.43,23.06
30,29.07.2010 04:00:00,23.75,23.68,23.43,23.31,23
31,29.07.2010 05:00:00,23.68,23.62,23.37,23.18,22.87
32,29.07.2010 06:00:00,23.56,23.5,23.31,23.18,22.87,3.623
33,29.07.2010 07:00:00,22.62,22.75,22.62,22.56,22.43
34,29.07.2010 08:00:00,24.87,24.18,23.43,23.18,23.12
35,29.07.2010 09:00:00,25.25,24.75,24.37,24.06,24
36,29.07.2010 10:00:00,24.18,24.06,24.18,23.87,23.81
37,29.07.2010 11:00:00,22.81,22.06,22.56,20.62,19.62
38,29.07.2010 12:00:00,21.06,20.93,21.06,20.68,20.68,3.628
39,29.07.2010 13:00:00,20.81,20.81,20.81,20.75,20.68
40,29.07.2010 14:00:00,20.87,21,20.93,20.93,21.12
41,29.07.2010 15:00:00,21,21.18,21.06,21.31,21.68
42,29.07.2010 16:00:00,20.81,21.06,20.81,20.93,20.75
43,29.07.2010 17:00:00,19.75,20,19.68,19.68,19
44,29.07.2010 18:00:00,18.62,18.93,18.5,18.5,17.87,3.614
45,29.07.2010 19:00:00,17.5,17.87,17.37,17.43,16.68
46,29.07.2010 20:00:00,16.56,16.87,16.37,16.43,15.75
47,29.07.2010 21:00:00,15.5,15.87,15.37,15.31,14.62
48,29.07.2010 22:00:00,14.62,14.93,14.5,14.5,13.93
49,29.07.2010 23:00:00,13.93,14.25,13.81,13.81,13.31
50,30.07.2010 00:00:00,13.31,13.62,13.25,13.31,12.93,3.599
51,30.07.2010 01:00:00,12.87,13.12,12.81,12.81,12.5
52,30.07.2010 02:00:00,12.37,12.68,12.37,12.43,12.06
53,30.07.2010 03:00:00,12,12.25,11.93,12,11.68
54,30.07.2010 04:00:00,11.56,11.75,11.5,11.5,11.12
55,30.07.2010 05:00:00,11.06,11.31,11,11,10.62
56,30.07.2010 06:00:00,10.62,10.81,10.56,10.5,10.12,3.603
57,30.07.2010 07:00:00,10.25,10.43,10.18,10.18,9.93
58,30.07.2010 08:00:00,10.12,10.25,10.12,10.25,10.31
59,30.07.2010 09:00:00,10.68,10.87,10.81,11.18,11.5
60,30.07.2010 10:00:00,11.5,11.81,11.62,12.12,12.5
61,30.07.2010 11:00:00,12.37,12.75,12.5,12.81,13.18
62,30.07.2010 12:00:00,13.43,13.93,13.56,13.93,14.37,3.603
63,30.07.2010 13:00:00,14.81,15.37,15,15.43,15.81
64,30.07.2010 14:00:00,15.43,15.87,15.5,15.93,16.18
65,30.07.2010 15:00:00,16.12,16.62,16.25,16.68,16.93
66,30.07.2010 16:00:00,16.5,17,16.56,17.06,17.18
67,30.07.2010 17:00:00,16.81,17.18,16.87,17.31,17.43
68,30.07.2010 18:00:00,16.81,17.18,16.87,17.31,17.37,3.615
69,30.07.2010 19:00:00,16.56,16.81,16.56,17,17.06
70,30.07.2010 20:00:00,15.87,16.06,15.81,16.31,16.25
71,30.07.2010 21:00:00,14.93,15.12,14.87,15.31,15.25
72,30.07.2010 22:00:00,14.06,14.25,14.06,14.5,14.43
73,30.07.2010 23:00:00,13.37,13.56,13.37,13.75,13.75
74,31.07.2010 00:00:00,12.81,13,12.81,13.12,13.12,3.602
75,31.07.2010 01:00:00,12.37,12.5,12.31,12.62,12.62
76,31.07.2010 02:00:00,11.93,12.06,11.93,12.25,12.18
77,31.07.2010 03:00:00,11.62,11.75,11.62,11.87,11.87
78,31.07.2010 04:00:00,11.31,11.43,11.31,11.56,11.56
79,31.07.2010 05:00:00,11.06,11.12,11.06,11.25,11.25
80,31.07.2010 06:00:00,10.81,10.87,10.81,11,11,3.598
81,31.07.2010 07:00:00,10.62,10.68,10.62,10.75,10.81
82,31.07.2010 08:00:00,10.5,10.56,10.5,10.62,10.68
83,31.07.2010 09:00:00,10.43,10.5,10.43,10.56,10.56
84,31.07.2010 10:00:00,10.56,10.62,10.62,10.68,10.81
85,31.07.2010 11:00:00,10.81,11,10.87,11.06,11.25
86,31.07.2010 12:00:00,11.5,11.87,11.62,11.81,12.06,3.599
87,31.07.2010 13:00:00,12.18,12.5,12.31,12.56,12.75
88,31.07.2010 14:00:00,13.06,13.43,13.18,13.43,13.68
89,31.07.2010 15:00:00,13.56,13.87,13.68,13.93,14.12
90,31.07.2010 16:00:00,14.06,14.37,14.12,14.31,14.43
91,31.07.2010 17:00:00,14.62,15,14.68,14.93,15.06
92,31.07.2010 18:00:00,14.68,14.93,14.68,15.06,15.06,3.616
93,31.07.2010 19:00:00,14.56,14.75,14.56,14.68,14.75
94,31.07.2010 20:00:00,15.68,15.87,15.87,16.12,16.62
95,31.07.2010 21:00:00,16.25,16.31,16.37,16.68,16.87
